M N colnnz rac rar ratio
16 4 1 2.0840408466756343e-05 2.6117258332669734e-05 0.7979554439176088
16 4 2 2.0979495905339718e-05 2.5960458256304264e-05 0.8081327262489689
16 4 4 2.1519425138831137e-05 2.556451242417097e-05 0.8417694334152351
16 4 10 2.3301141895353793e-05 2.5393795780837536e-05 0.9175919227064555
16 4 20 2.6251816749572752e-05 2.574190814048052e-05 1.019808500842654
16 4 40 3.3070958405733106e-05 2.6539270766079426e-05 1.246114058567201
16 4 80 6.419878341257572e-05 2.7935566753149033e-05 2.2981020567745927
16 4 160 9.539594985544681e-05 3.0373279191553593e-05 3.1407853348273034
16 4 320 0.0001595160959288478 3.568331673741341e-05 4.470327046745563
16 8 1 2.0927070826292037e-05 2.579171247780323e-05 0.8113874115300493
16 8 2 2.13857039809227e-05 2.5312970951199532e-05 0.844851598895754
16 8 4 2.241095006465912e-05 2.517963740974665e-05 0.8900426046637268
16 8 10 2.567373774945736e-05 2.5366916693747045e-05 1.0120953231886454
16 8 20 3.850774560123682e-05 2.5990725308656692e-05 1.481595651676989
16 8 40 5.9609637595713136e-05 2.6722658425569535e-05 2.2306776760906297
16 8 80 0.0001250953959301114 2.780046258121729e-05 4.499759511722265
16 8 160 0.0001871581790968776 3.1210004538297656e-05 5.996736683175314
16 8 320 0.0003103992529213428 4.620524998754263e-05 6.717835159533373
16 16 1 2.1308524906635285e-05 2.5535529106855394e-05 0.8344657679685475
16 16 2 2.2020037658512592e-05 2.5526004284620286e-05 0.8626511777160486
16 16 4 2.407302912324667e-05 2.5170712359249593e-05 0.95639045807142
16 16 10 3.684294167906046e-05 2.562804576009512e-05 1.4376024619258254
16 16 20 7.107915002852678e-05 2.6170012541115284e-05 2.716053342231131
16 16 40 0.0001284341247752309 2.679071221500635e-05 4.793979486043329
16 16 80 0.00024154158309102057 2.876672074198723e-05 8.396563002694712
16 16 160 0.00038514762558043003 3.5662608407437804e-05 10.799760387131512
16 16 320 0.0006306964177638292 6.37717667967081e-05 9.889900334333936
32 1 1 2.0767941512167454e-05 2.6489362679421902e-05 0.7840106145060599
32 1 2 2.0880845561623574e-05 2.6403000019490717e-05 0.7908512497144005
32 1 4 2.1270891651511192e-05 2.6207333244383336e-05 0.8116389200366235
32 1 10 2.2269883193075656e-05 2.6423454098403452e-05 0.8428074206400304
32 1 20 2.3784746043384074e-05 2.6535178907215596e-05 0.89634767968029
32 1 40 2.681330442428589e-05 2.71808709949255e-05 0.9864770127966748
32 1 80 3.371256645768881e-05 2.9901883378624916e-05 1.1274395672945445
32 1 160 5.778551250696182e-05 3.482879586517811e-05 1.6591303566924598
32 1 320 8.780081681907176e-05 4.416272472590208e-05 1.9881204650304403
32 2 1 2.0804954320192338e-05 2.619529161602259e-05 0.7942249555819718
32 2 2 2.0977974869310856e-05 2.6370387710630894e-05 0.795512568852139
32 2 4 2.178164999932051e-05 2.6275079138576983e-05 0.8289851339530606
32 2 10 2.3672924749553205e-05 2.6134595833718777e-05 0.905807952806007
32 2 20 2.615430410951376e-05 2.6205654069781305e-05 0.9980405007205388
32 2 40 3.377179559320212e-05 2.7279583364725112e-05 1.2379879539095895
32 2 80 5.969372913241386e-05 3.008129168301821e-05 1.9844137599354739
32 2 160 9.97805330902338e-05 3.489932082593441e-05 2.859096702423069
32 2 320 0.00016129474993795156 4.4877995550632476e-05 3.594072060459447
32 4 1 2.101761680096388e-05 2.615582924336195e-05 0.8035538313623878
32 4 2 2.128068748861551e-05 2.610203307121992e-05 0.8152885037939661
32 4 4 2.2575683146715164e-05 2.5808829069137572e-05 0.8747271364477115
32 4 10 2.5889750011265278e-05 2.5895583257079124e-05 0.999774739740135
32 4 20 3.834812920540571e-05 2.6319875195622446e-05 1.4570026993054974
32 4 40 6.367292925715447e-05 2.7668654173612595e-05 2.301265860552007
32 4 80 0.00011549650002270937 3.0151691660284995e-05 3.830514762620709
32 4 160 0.00018661415837705134 3.508865013718605e-05 5.318362423388937
32 4 320 0.00031855545565485954 4.9165474995970726e-05 6.479251053324843
32 8 1 2.127614188939333e-05 2.575420401990414e-05 0.8261230621979255
32 8 2 2.2031012549996378e-05 2.567503359168768e-05 0.8580714206788396
32 8 4 2.4139020778238773e-05 2.5305337458848953e-05 0.9539102498630251
32 8 10 3.629343342036009e-05 2.5882425159215926e-05 1.4022423786449982
32 8 20 6.244902927428484e-05 2.6522020809352398e-05 2.3546105224479574
32 8 40 0.00013054904993623496 2.7999912574887274e-05 4.662480626933191
32 8 80 0.00024725262634456155 3.0043512769043446e-05 8.229817473252606
32 8 160 0.00039032170921564103 3.6094404198229314e-05 10.813911959095007
32 8 320 0.0006323080006986856 7.004799582064151e-05 9.026782184000176
32 16 1 2.1918270736932753e-05 2.582264579832554e-05 0.8488003478851124
32 16 2 2.3253449983894824e-05 2.568908352404833e-05 0.9051879940413821
32 16 4 2.745757084339857e-05 2.53927456215024e-05 1.08131555573682
32 16 10 6.335485819727182e-05 2.6103420741856097e-05 2.4270711039677684
32 16 20 0.0001298574747517705 2.6706945709884167e-05 4.86231095694745
32 16 40 0.00026346408389508726 2.790340408682823e-05 9.442005107163794
32 16 80 0.0004809218347072601 3.1468466483056546e-05 15.282658751935088
32 16 160 0.0007732100412249565 4.5643441937863824e-05 16.94022204279767
32 16 320 0.0012518367487937211 0.00011960658337920904 10.46628633162115
64 1 1 2.0890224911272527e-05 2.6497587375342847e-05 0.7883821502448101
64 1 2 2.130998745560646e-05 2.6600787602365016e-05 0.8011036279885125
64 1 4 2.197637464851141e-05 2.6964333280920983e-05 0.8150164300209537
64 1 10 2.3753579147160053e-05 2.6747195795178414e-05 0.8880773644107393
64 1 20 2.6607925072312356e-05 2.7711720764636993e-05 0.9601686339978861
64 1 40 3.50957415997982e-05 2.9734783433377742e-05 1.180292490726625
64 1 80 5.739378724247217e-05 3.435762915760279e-05 1.6704815975281533
64 1 160 9.969790428876876e-05 4.4192608445882795e-05 2.2559859622419984
64 1 320 0.0001685890708118677 6.28795251250267e-05 2.681144147902725
64 2 1 2.1107991598546505e-05 2.646507490426302e-05 0.7975791368399417
