M N colnnz rac rar ratio
4 32 4 2.244040407240391e-05 2.954207919538021e-05 0.7596081482278721
4 32 10 2.5663933157920837e-05 3.037917073816061e-05 0.8447871529845034
4 32 20 3.188323341310024e-05 3.100218754261732e-05 1.0284188291317118
4 32 40 6.64873331785202e-05 3.13422916457057e-05 2.121329669511573
4 32 80 0.00013010345418006182 3.5676533356308936e-05 3.646751574226443
4 32 160 0.0002251312080770731 5.242355838418007e-05 4.294466362379003
4 32 320 0.0003473765812814236 8.239322919398547e-05 4.2160816450532
4 32 640 0.0006083915419876576 0.0001302842501550913 4.669724400788461
4 32 1280 0.0011833480447530746 0.00021216616593301295 5.577458778826649
4 32 2560 0.00236010292544961 0.00035732887499034403 6.604848056327343
4 32 5120 0.004621537085622549 0.0006931141652166843 6.667786228517988
4 64 1 2.1285158395767213e-05 2.9563129134476185e-05 0.7199900355251875
4 64 2 2.2222796082496644e-05 2.950692493468523e-05 0.7531383270770404
4 64 4 2.3639566637575625e-05 3.0084949918091298e-05 0.7857605447885488
4 64 10 3.075563348829746e-05 3.107325434684754e-05 0.9897783201268618
4 64 20 6.437597908079625e-05 3.102452922612429e-05 2.075002608793441
4 64 40 0.00013284359574317932 3.339545838534832e-05 3.9778940660225266
4 64 80 0.00025757729075849057 4.817175008356571e-05 5.34706109517839
4 64 160 0.00044499791599810124 7.242744602262974e-05 6.144050914884711
4 64 320 0.0006737432908266783 0.00011671681236475706 5.772461371898439
4 64 640 0.0012122179996222257 0.00017317175399512053 7.000090786493867
4 64 1280 0.00236474709585309 0.00026056000031530856 9.075633608349191
4 64 2560 0.004707168340682983 0.0004474880825728178 10.5190920697134
4 64 5120 0.009284442104399205 0.0009652500003576278 9.618691635285463
4 128 1 2.242782488465309e-05 2.9546408355236054e-05 0.7590711065454612
4 128 2 2.393398340791464e-05 3.0106783472001552e-05 0.7949697924447013
4 128 4 2.665659599006176e-05 3.103318326175213e-05 0.8589707270834689
4 128 10 5.830829180777073e-05 3.135211244225502e-05 1.8597882970458266
4 128 20 0.00012976054158061743 3.3488004095852376e-05 3.8748365297975105
4 128 40 0.0002599188759922981 4.802416265010834e-05 5.41225211746012
4 128 80 0.0005111535843461752 7.34365375712514e-05 6.960480453619306
4 128 160 0.0009001854602247477 0.00010683875419199467 8.425645422699976
4 128 320 0.0013844730835407973 0.00015820938739925623 8.750890868738082
4 128 640 0.0024235154315829276 0.00021388445980846882 11.330956132825914
4 128 1280 0.004765764158219099 0.00033124195598065854 14.387561938250888
4 128 2560 0.009384269155561923 0.0006361605413258076 14.751416577966912
4 128 5120 0.018581594992429017 0.0015343935415148735 12.110058136769664
8 1 1 2.0639929175376892e-05 3.131787888705731e-05 0.6590462032825194
8 1 2 2.0781575329601766e-05 3.091456685215235e-05 0.672225990711395
8 1 4 2.0942958444356917e-05 3.098919987678528e-05 0.6758147524823888
8 1 10 2.0989316515624523e-05 3.1252220831811426e-05 0.6716103994203074
8 1 20 2.158303763717413e-05 3.1002958491444585e-05 0.6961605823241054
8 1 40 2.2369404137134553e-05 3.073694575577974e-05 0.7277692557637493
8 1 80 2.3679537512362004e-05 3.054613769054413e-05 0.7752056169016828
8 1 160 2.6077312603592874e-05 3.2205449976027014e-05 0.8097173808471615
8 1 320 3.133672066032886e-05 3.549824990332127e-05 0.8827680447817501
8 1 640 4.840893317013979e-05 4.0631108172237875e-05 1.191425372030987
8 1 1280 8.983100838959218e-05 5.094040408730507e-05 1.7634529996195905
8 1 2560 0.00016875009555369615 9.476141668856145e-05 1.780789074822536
8 1 5120 0.0003181197494268417 0.00027659800089895726 1.150115866322015
8 2 1 2.0637116953730584e-05 3.092149160802364e-05 0.6674036691158707
8 2 2 2.0909496024250983e-05 3.102469574660063e-05 0.673962967921838
8 2 4 2.093779984861612e-05 3.1066424772143366e-05 0.6739687621663701
8 2 10 2.1243012510240077e-05 3.0820983089506624e-05 0.6892386413680788
8 2 20 2.2106408327817916e-05 3.066084999591112e-05 0.720997895712806
8 2 40 2.3955249972641467e-05 3.0499262548983097e-05 0.7854370227532003
8 2 80 2.6275320909917355e-05 3.071705438196659e-05 0.8553984566092738
8 2 160 3.2311258278787134e-05 3.2953549921512605e-05 0.9805091820378911
8 2 320 5.036561656743288e-05 3.611515834927559e-05 1.3945838498156033
8 2 640 8.644617479294538e-05 4.137543775141239e-05 2.0893114246264246
8 2 1280 0.00016373721659183502 6.164695844054222e-05 2.656046960528599
8 2 2560 0.0003135555423796177 0.00015947240833193063 1.966205600450793
8 2 5120 0.0006049350388348103 0.0004717473741620779 1.2823283646449577
8 4 1 2.0814995653927327e-05 3.056769147515297e-05 0.680947583851625
8 4 2 2.0822054147720336e-05 3.085350003093481e-05 0.6748684631190436
8 4 4 2.110324166715145e-05 3.0445712618529796e-05 0.6931432984198782
8 4 10 2.17891875654459e-05 2.9976424761116504e-05 0.7268774625087858
8 4 20 2.3297516629099846e-05 2.9739145934581755e-05 0.7833956187023061
8 4 40 2.620127499103546e-05 3.022007904946804e-05 0.867015435272221
